10,PT,5
11,PT,5
12,PT,5
13,PT,5
14,PT,5
15,PT,5
16,PT,5
17,PT,5
18,PT,5
19,PT,5
20,PT,5
21,PT,5
22,PT,5
23,PT,5
24,PT,5
25,PT,5
26,PT,5
27,PT,5
28,PT,5
29,PT,5
30,PT,5
31,PT,5
32,PT,5
33,PT,5
34,PT,5
35,PT,5
36,PT,5
37,PT,5
38,PT,5
39,PT,5
40,PT,5
41,PT,5
42,PT,5
43,PT,5
44,PT,5
45,PT,5
46,PT,5
47,PT,5
48,PT,5
1264,PT,5
5965,PT,5
5966,PT,5
5967,PT,5
5968,PT,5
5969,PT,5
5970,PT,5
5971,PT,5
5972,PT,5
5973,PT,5
5974,PT,5
5975,PT,5
5976,PT,5
5977,PT,5
5978,PT,5
5979,PT,5
5980,PT,5
5981,PT,5
5982,PT,5
5983,PT,5
5984,PT,5
5985,PT,5
5986,PT,5
5987,PT,5
5988,PT,5
5989,PT,5
5990,PT,5
5991,PT,5
5992,PT,5
5993,PT,5
5994,PT,5
5995,PT,5
5996,PT,5
5997,PT,5
5998,PT,5
6006,PT,5
6007,PT,5
6008,PT,5
6009,PT,5
6010,PT,5
6011,PT,5
6014,PT,5
6074,PT,5
6075,PT,5
6076,PT,5
6077,PT,5
6078,PT,5
6079,PT,5
6080,PT,5
6081,PT,5
6082,PT,5
6083,PT,5
6084,PT,5
6085,PT,5
6086,PT,5
6087,PT,5
6088,PT,5
6089,PT,5
6090,PT,5
6091,PT,5
6092,PT,5
6093,PT,5
6094,PT,5
6095,PT,5
6096,PT,5
6097,PT,5
6098,PT,5
6099,PT,5
6100,PT,5
6101,PT,5
6102,PT,5
6103,PT,5
6104,PT,5
6105,PT,5
6106,PT,5
6107,PT,5
6108,PT,5
6109,PT,5
6110,PT,5
6111,PT,5
6112,PT,5
6113,PT,5
6114,PT,5
6115,PT,5
6116,PT,5
6117,PT,5
6118,PT,5
6119,PT,5
6120,PT,5
6121,PT,5
6122,PT,5
6123,PT,5
6124,PT,5
6125,PT,5
6126,PT,5
6127,PT,5
6128,PT,5
6129,PT,5
6130,PT,5
6131,PT,5
6132,PT,5
6133,PT,5
6134,PT,5
6135,PT,5
6136,PT,5
6137,PT,5
6138,PT,5
6139,PT,5
6140,PT,5
6141,PT,5
6142,PT,5
6143,PT,5
6144,PT,5
6145,PT,5
6146,PT,5
6147,PT,5
6148,PT,5
6149,PT,5
6150,PT,5
6151,PT,5
6152,PT,5
6153,PT,5
6154,PT,5
6155,PT,5
