49,1
50,2
51,3
52,4
53,5
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,0
62,0
65,1
66,0
67,0
68,0
80,2
81,3
82,4
85,1
86,2
87,3
88,4
91,2
92,3
93,4
94,2
95,3
96,4
98,2
99,3
100,4
105,2
106,3
107,4
108,5
110,2
111,3
112,4
113,5
122,1
125,1
126,2
132,0
133,0
134,1
135,2
136,3
137,4
138,0
140,1
141,2
142,3
143,4
144,5
145,5
146,2
147,3
148,1
